x,r2,mse
2,0.597726767099166,13452.03380925213
3,-0.5545705833092343,51984.90561935985
4,0.6757013826319742,10844.559389821032
5,0.6589927330252379,11403.29733466503
6,0.5370971660120396,15479.490216888744
7,0.6581344786342473,11431.997397558329
8,0.6932853249207368,10256.551620915654
9,0.6812038597524555,10660.556323731877
10,0.8491573347440565,5044.185063640227
11,0.6708353558417472,11007.279530126752
12,0.579291931251354,14068.495494521432
13,0.6262425938966737,12498.46336308373
14,0.7537920976045108,8233.202600247634
15,0.7699708585911119,7692.184153123613
16,0.6711227728076832,10997.668294710364
17,0.7985993558535814,6734.846001873173
18,0.612171104662206,12969.0145542818
19,0.8633555218007711,4569.397091943151
20,0.7877993747655155,7095.997823206917
21,0.8333433982332701,5573.003764965319
22,0.6907562293227216,10341.124683970329
23,0.7982053120908622,6748.022841853809
24,0.8211637081559999,5980.293112864933
25,0.8387552591110415,5392.03090983952
26,0.7000955470883037,10028.817505508545
27,0.8330673266729135,5582.235609542475
28,0.8363272717211107,5473.222910167912
29,0.8390419792092225,5382.44297771013
30,0.861187779457332,4641.886486982963
31,0.6506933990121231,11680.827412750587
32,0.8345812225194232,5531.610868830595
33,0.8067536990116285,6462.164424072712
34,0.7411969296222003,8654.385546747624
35,0.8474421203831305,5101.541903932357
36,0.78866725053345,7066.976021064383
37,0.7648752602641424,7862.581175263192
38,0.8024854699326237,6604.894183799381
