x,r2,mse
2,0.5901009090145379,13707.042823993768
3,0.5912882249884386,13667.338927942812
4,0.6808065542541837,10673.842236286422
5,0.771016468959812,7657.218898464167
6,0.6675587028726213,11116.85094307914
7,0.8649887396751468,4514.782217606256
8,0.7780391099175178,7422.381489790288
9,0.7096397200185008,9709.659961735282
10,0.6718424110075263,10973.603563072833
11,0.6905200937472437,10349.02106753528
12,0.7480536141777407,8425.097727134618
13,0.6262425938966737,12498.46336308373
14,0.595873176562977,13514.017954658766
15,0.6401821230987452,12032.324920913134
16,0.80805949646165,6418.498502482416
17,0.6842707670691268,10557.998814209797
18,0.6649173554096921,11205.177713212674
19,0.7713859736386685,7644.8626464788895
20,0.8000063123560509,6687.797317318935
21,0.6587853334533924,11410.2327850612
22,0.6612376861753306,11328.2260070068
23,0.7685625043340779,7739.279578649217
24,0.7704469050706142,7676.265138848518
25,0.7458216803753052,8499.733687260197
26,0.8241274655516159,5881.184941036671
27,0.759707445576569,8035.393115535451
28,0.8031147406455215,6583.851344721992
29,0.6871748193724987,10460.887183174616
30,0.6886222239167923,10412.485914402396
31,0.6530961527504014,11600.479226793615
32,0.8413227714531769,5306.173189247425
33,0.6607954500847575,11343.014400455611
34,0.8231638463369756,5913.4084080595985
35,0.6711837648535321,10995.62871813466
36,0.8305183295477677,5667.4741805005415
37,0.8278509169131867,5756.67257106921
38,0.7845585202587639,7204.372134073467
